,uuid,municipio,estrato_vivienda,nivel_educativo,cilin_grupo,modelo_grupo,dias_semana,herramienta_trabajo,transporte_cotidiano,trabajo_domicilios,trabajo_transporte_pasajeros,frecuencia_revisionpre,costo_casco,costo_mantenimiento,gasto_anual,licencia_moto,licencia_curso,experiencia,riesgo_velocidad,riesgo_sinlucesdia,riesgo_sinlucesnoche,riesgo_sinreflectivos,motivo_dinero,motivo_tiempo,motivo_independencia,epp_casco,epp_guantes,epp_botas,epp_rodilleras,epp_reflectivos,epp_chaquetaprot,epp_chaquetairbag,edad,sexo,clase_moto,tipo_freno,sector
17088,4_18_1508,SANTA MARTA,3,Técnica / Tecnológica,<100,2001-2010,7,0,1,0,0,Menos del 25%,162000,38000.0,619000.0,1,0,11-20,1,0,1,1,1,1,0,1,0,0,0,0,0,0,38,hombre,moto_street,frenos_tambor,sector_servicio
17089,4_18_1516,SANTA MARTA,3,Técnica / Tecnológica,100-125,2011-2020,7,1,0,1,0,Mayor a 75%,942000,54000.0,2220000.0,1,1,>20,1,0,1,1,0,0,1,1,0,0,0,0,0,0,52,hombre,moto_street,frenos_tambor,sector_transporte
17090,4_18_1524,SANTA MARTA,3,Secundaria,100-125,2011-2020,7,1,0,1,0,Mayor a 75%,290000,28000.0,1169000.0,1,0,6-10,1,0,1,1,0,1,0,1,0,1,0,1,0,0,26,hombre,moto_street,frenos_tambor,sector_comercio
17092,4_18_1537,SANTA MARTA,2,Técnica / Tecnológica,<100,2001-2010,7,0,1,0,0,Mayor a 75%,154000,173000.0,1710000.0,1,1,6-10,1,1,1,1,1,1,0,1,0,0,0,0,0,0,24,hombre,moto_street,frenos_tambor,sector_servicio
17093,4_18_154,SANTA MARTA,3,Secundaria,<100,2011-2020,7,0,1,0,0,Entre 25% y 50%,171000,57000.0,870000.0,1,0,6-10,1,1,1,1,1,1,0,1,0,0,0,0,0,0,33,hombre,moto_street,frenos_tambor,sector_transporte
17097,4_18_1579,SANTA MARTA,4,Técnica / Tecnológica,100-125,2011-2020,7,1,0,1,0,Mayor a 75%,26000,184000.0,2230000.0,1,0,>20,1,1,1,1,0,0,1,1,1,0,0,0,0,1,31,hombre,moto_street,frenos_tambor,sector_transporte
17099,4_18_1617,SANTA MARTA,3,Técnica / Tecnológica,<100,2011-2020,2,0,1,0,0,Menos del 25%,147000,38000.0,619000.0,1,0,>20,1,0,1,1,0,1,0,1,0,0,0,0,0,0,44,hombre,moto_street,frenos_tambor,sector_servicio
17103,4_18_1625,SANTA MARTA,2,Secundaria,<100,2011-2020,7,1,0,0,0,Mayor a 75%,50000,39000.0,1220000.0,1,0,>20,1,0,1,0,0,0,1,1,1,1,0,1,0,0,43,hombre,moto_street,frenos_tambor,sector_transporte
17106,4_18_1647,SANTA MARTA,1,Secundaria,<100,2011-2020,7,0,1,0,0,Menos del 25%,155000,17000.0,1559000.0,1,0,>20,1,0,1,1,1,1,0,1,0,0,0,0,0,0,57,hombre,moto_street,frenos_tambor,sector_servicio
17111,4_18_1671,SANTA MARTA,3,Secundaria,<100,2011-2020,6,0,1,0,0,Menos del 25%,147000,47000.0,710000.0,1,0,11-20,1,1,1,1,0,1,0,1,1,0,0,0,0,1,38,hombre,moto_street,frenos_tambor,sector_servicio
17113,4_18_1689,SANTA MARTA,3,Técnica / Tecnológica,126-200,2011-2020,6,0,1,0,0,Entre 25% y 50%,139000,25000.0,1040000.0,1,0,>20,1,1,1,1,0,1,0,1,1,0,0,1,0,0,38,hombre,moto_street,frenos_disco,sector_servicio
17116,4_18_1729,SANTA MARTA,2,Secundaria,100-125,<=2000,7,1,0,1,0,Menos del 25%,56000,183000.0,845900.0,1,0,6-10,1,0,1,1,1,0,0,1,0,0,0,0,0,0,27,hombre,moto_street,frenos_disco,sector_servicio
17117,4_18_1740,SANTA MARTA,3,Secundaria,100-125,2001-2010,6,0,1,0,0,Menos del 25%,136000,42000.0,840000.0,1,1,>20,1,1,1,1,0,1,0,1,1,0,0,0,0,0,51,mujer,moto_street,frenos_mixto,sector_servicio
17120,4_18_18,SANTA MARTA,1,Primaria o menos,126-200,2001-2010,7,1,0,0,1,Entre 25% y 50%,52000,41000.0,1433000.0,1,0,11-20,1,0,1,0,0,0,1,1,0,0,0,0,0,0,48,hombre,moto_street,frenos_mixto,sector_transporte
17121,4_18_1816,SANTA MARTA,3,Secundaria,<100,2001-2010,7,0,1,0,0,Mayor a 75%,158000,91000.0,640000.0,1,0,>20,1,0,1,1,1,1,0,1,0,0,0,0,0,0,36,hombre,moto_street,frenos_tambor,sector_comercio
17122,4_18_1818,SANTA MARTA,2,Secundaria,<100,2011-2020,7,1,0,1,0,Mayor a 75%,189000,25000.0,548000.0,1,1,11-20,1,0,1,1,0,0,1,1,1,0,0,1,0,0,34,hombre,moto_street,frenos_tambor,sector_transporte
17123,4_18_1822,SANTA MARTA,1,Técnica / Tecnológica,<100,2001-2010,5,1,0,1,0,Mayor a 75%,131000,8000.0,1128000.0,1,0,>20,1,1,1,1,0,0,1,1,0,0,0,1,0,0,57,hombre,moto_street,frenos_tambor,sector_transporte
17124,4_18_1825,SANTA MARTA,1,Secundaria,<100,2011-2020,7,1,0,1,0,Mayor a 75%,90000,26000.0,2250000.0,1,1,11-20,1,1,1,1,0,0,1,1,0,0,0,0,0,0,31,hombre,moto_street,frenos_tambor,sector_transporte
17125,4_18_1827,SANTA MARTA,1,Secundaria,<100,2001-2010,7,1,0,0,1,Menos del 25%,153000,18000.0,550000.0,1,0,>20,1,0,1,1,0,0,1,1,0,0,0,0,0,0,67,hombre,moto_street,frenos_tambor,sector_transporte
17131,4_18_1900,SANTA MARTA,1,Secundaria,<100,2011-2020,7,1,0,0,1,Menos del 25%,131000,43000.0,540000.0,1,0,11-20,1,1,1,1,1,0,1,1,1,1,0,0,1,0,41,hombre,moto_street,frenos_tambor,sector_transporte
17133,4_18_1903,SANTA MARTA,2,Secundaria,<100,2011-2020,5,1,0,0,0,Mayor a 75%,197000,32000.0,780000.0,1,0,>20,1,0,1,1,0,0,1,1,0,0,0,0,0,0,48,hombre,moto_street,frenos_tambor,sector_transporte
17134,4_18_1906,SANTA MARTA,3,Secundaria,<100,2011-2020,5,0,1,0,0,Entre 25% y 50%,14000,55000.0,835000.0,1,1,>20,1,0,1,1,0,1,0,1,0,0,0,0,0,0,44,hombre,moto_street,frenos_tambor,sector_transporte
17135,4_18_1915,SANTA MARTA,1,Universitaria o postgrado,<100,2011-2020,5,1,0,1,0,Mayor a 75%,438000,26000.0,1220000.0,1,0,11-20,1,0,1,1,0,0,1,1,0,0,0,1,0,0,31,hombre,moto_street,frenos_tambor,sector_transporte
17136,4_18_1922,SANTA MARTA,1,Primaria o menos,<100,2011-2020,6,0,1,0,0,Entre 50% y 75%,157000,29000.0,665000.0,1,0,>20,1,0,1,1,1,1,0,1,1,0,0,1,0,0,56,hombre,moto_street,frenos_tambor,sector_comercio
17138,4_18_1937,SANTA MARTA,2,Universitaria o postgrado,100-125,2021-2022,5,1,0,1,0,Entre 50% y 75%,120000,36000.0,1350000.0,0,1,11-20,1,0,1,1,0,0,1,1,1,0,0,1,0,0,27,hombre,moto_street,frenos_tambor,sector_comercio
17139,4_18_1949,SANTA MARTA,4,Técnica / Tecnológica,100-125,2001-2010,7,1,0,1,0,Mayor a 75%,169000,79000.0,1590000.0,1,1,>20,1,1,1,1,0,0,1,1,1,1,0,1,0,0,43,hombre,moto_street,frenos_disco,sector_transporte
17140,4_18_1958,SANTA MARTA,4,Universitaria o postgrado,100-125,2011-2020,7,0,1,0,0,Menos del 25%,115000,109000.0,1523000.0,1,0,11-20,1,0,1,1,1,0,0,1,0,0,0,1,0,0,34,hombre,moto_street,frenos_disco,sector_servicio
17144,4_18_2035,SANTA MARTA,3,Técnica / Tecnológica,100-125,2011-2020,5,0,1,0,0,Mayor a 75%,312000,31000.0,610000.0,1,1,>20,1,0,1,1,1,1,0,1,1,1,0,1,0,0,39,hombre,moto_street,frenos_disco,sector_servicio
17147,4_18_2056,SANTA MARTA,2,Secundaria,<100,2011-2020,7,1,0,0,1,Menos del 25%,176000,43000.0,780000.0,1,0,6-10,1,0,1,1,1,1,1,1,0,0,0,0,0,0,23,hombre,moto_street,frenos_tambor,sector_transporte
17148,4_18_2062,SANTA MARTA,2,Secundaria,<100,2011-2020,7,1,0,0,1,Nunca,108000,45000.0,1279000.0,1,0,11-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,34,hombre,moto_street,frenos_tambor,sector_transporte
17149,4_18_2069,SANTA MARTA,1,Secundaria,126-200,2011-2020,7,1,0,0,1,Menos del 25%,200000,61000.0,2205000.0,1,0,11-20,1,0,1,1,1,1,1,1,0,0,0,0,0,1,26,hombre,moto_street,frenos_disco,sector_transporte
17152,4_18_2083,SANTA MARTA,2,Secundaria,<100,2011-2020,7,1,0,0,1,Menos del 25%,118000,49000.0,789000.0,1,0,6-10,1,0,1,1,0,1,1,1,0,0,0,0,0,0,22,hombre,moto_street,frenos_tambor,sector_transporte
17153,4_18_2090,SANTA MARTA,2,Secundaria,100-125,2011-2020,7,1,0,0,1,Menos del 25%,122000,33000.0,1555000.0,1,0,3-5,1,0,1,1,1,1,0,1,0,0,0,0,0,0,21,hombre,moto_street,frenos_mixto,sector_transporte
17154,4_18_2092,SANTA MARTA,3,Secundaria,<100,2011-2020,7,1,0,0,1,Menos del 25%,112000,63000.0,720000.0,1,0,6-10,1,0,1,1,1,1,1,1,0,0,0,0,0,0,33,hombre,moto_street,frenos_tambor,sector_transporte
17156,4_18_2097,SANTA MARTA,1,Secundaria,<100,2001-2010,7,1,0,0,1,Nunca,26000,6000.0,80000.0,1,0,11-20,1,0,1,1,1,1,0,1,0,0,0,0,0,0,26,hombre,moto_street,frenos_tambor,sector_transporte
17159,4_18_2108,SANTA MARTA,3,Universitaria o postgrado,<100,2011-2020,7,1,0,1,0,Mayor a 75%,82000,76000.0,1010000.0,1,0,>20,1,0,1,1,0,0,1,1,1,0,0,0,0,0,57,hombre,moto_street,frenos_tambor,sector_transporte
17164,4_18_2125,SANTA MARTA,3,Secundaria,126-200,2011-2020,7,1,0,0,1,Menos del 25%,269000,45000.0,990000.0,1,0,>20,1,0,1,1,0,1,0,1,1,0,0,0,0,1,44,hombre,moto_street,frenos_mixto,sector_transporte
17165,4_18_2128,SANTA MARTA,3,Técnica / Tecnológica,126-200,2011-2020,7,0,1,0,0,Entre 25% y 50%,219000,61000.0,360000.0,1,0,6-10,1,0,1,1,1,1,0,1,0,0,0,0,0,0,21,hombre,moto_deportiva,frenos_disco,sector_servicio
17169,4_18_215,SANTA MARTA,2,Universitaria o postgrado,100-125,2021-2022,7,0,1,0,0,Menos del 25%,81000,96000.0,2150000.0,1,0,6-10,1,0,1,1,1,1,0,1,0,0,0,0,0,0,38,hombre,moto_street,frenos_disco,sector_transporte
17171,4_18_2154,SANTA MARTA,3,Secundaria,<100,2011-2020,5,1,0,1,0,Entre 50% y 75%,10000,38000.0,540000.0,1,0,>20,1,0,1,1,0,0,1,1,0,0,0,0,0,0,59,hombre,moto_street,frenos_tambor,sector_transporte
17176,4_18_2175,SANTA MARTA,1,Secundaria,<100,2001-2010,7,1,0,1,0,Entre 25% y 50%,148000,101000.0,1980000.0,1,1,11-20,1,0,1,1,1,1,0,1,1,0,0,0,1,0,42,hombre,moto_street,frenos_disco,sector_transporte
17181,4_18_2200,SANTA MARTA,3,Técnica / Tecnológica,100-125,2011-2020,3,0,1,0,0,Entre 50% y 75%,182000,41000.0,870000.0,1,1,>20,1,0,1,1,1,1,0,1,1,0,0,1,0,0,57,hombre,moto_street,frenos_disco,sector_comercio
17182,4_18_2201,SANTA MARTA,3,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Entre 50% y 75%,156000,46000.0,1010000.0,1,1,6-10,1,1,1,1,1,1,0,1,1,0,0,1,0,0,34,hombre,moto_street,frenos_tambor,sector_servicio
17184,4_18_2218,SANTA MARTA,1,Secundaria,<100,2001-2010,7,1,0,0,1,Nunca,33000,34000.0,1560000.0,1,0,>20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,42,hombre,moto_street,frenos_tambor,sector_transporte
17186,4_18_2222,SANTA MARTA,1,Secundaria,100-125,2011-2020,7,1,0,0,1,Menos del 25%,194000,61000.0,845000.0,1,0,11-20,1,0,1,1,1,1,1,1,0,0,0,0,0,0,41,hombre,moto_street,frenos_tambor,sector_transporte
17190,4_18_2269,SANTA MARTA,3,Universitaria o postgrado,<100,2011-2020,7,0,1,0,0,Menos del 25%,193000,69000.0,310000.0,1,0,>20,1,0,1,1,1,1,0,1,0,0,0,0,0,0,31,hombre,moto_street,frenos_tambor,sector_servicio
17192,4_18_2280,SANTA MARTA,2,Secundaria,<100,2011-2020,7,1,0,0,1,Nunca,159000,6000.0,240000.0,1,1,0-2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,27,hombre,moto_street,frenos_tambor,sector_transporte
17193,4_18_2290,SANTA MARTA,3,Secundaria,<100,2011-2020,7,0,1,0,0,Menos del 25%,178000,11000.0,350000.0,1,0,>20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,36,hombre,moto_street,frenos_tambor,sector_servicio
17196,4_18_2305,SANTA MARTA,2,Secundaria,<100,2001-2010,5,0,1,0,0,Menos del 25%,82000,84000.0,790000.0,1,1,11-20,1,1,1,1,1,0,0,1,0,0,0,0,0,0,33,hombre,moto_street,frenos_tambor,sector_comercio
17198,4_18_2313,SANTA MARTA,3,Secundaria,<100,2011-2020,2,0,1,0,0,Menos del 25%,45000,61000.0,760000.0,1,1,6-10,1,1,1,1,1,1,0,1,0,0,0,0,0,0,32,mujer,moto_street,frenos_tambor,sector_servicio
17203,4_18_2355,SANTA MARTA,1,Universitaria o postgrado,<100,2011-2020,7,1,0,1,0,Menos del 25%,46000,88000.0,1256000.0,1,0,3-5,1,0,1,1,1,0,1,1,0,0,0,0,0,0,33,hombre,moto_street,frenos_tambor,sector_comercio
17209,4_18_2370,SANTA MARTA,1,Técnica / Tecnológica,100-125,2011-2020,7,1,0,1,0,Mayor a 75%,83000,59000.0,760000.0,1,0,3-5,1,0,1,1,0,0,1,1,1,1,0,0,1,0,59,hombre,moto_street,frenos_tambor,sector_transporte
17210,4_18_2375,SANTA MARTA,1,Secundaria,126-200,2011-2020,5,0,1,0,0,Mayor a 75%,41000,196000.0,910000.0,1,0,>20,1,0,1,1,1,1,0,1,0,0,0,0,0,0,31,hombre,moto_deportiva,frenos_mixto,sector_comercio
17211,4_18_2385,SANTA MARTA,1,Secundaria,<100,2011-2020,7,1,0,1,0,Mayor a 75%,141000,100000.0,930000.0,1,0,6-10,1,0,1,1,0,0,1,1,1,0,0,0,0,0,29,hombre,moto_street,frenos_tambor,sector_transporte
17212,4_18_2386,SANTA MARTA,3,Universitaria o postgrado,>200,2011-2020,7,0,1,0,0,Menos del 25%,57000,87000.0,1030000.0,1,0,11-20,1,0,1,1,1,0,0,1,0,0,0,0,0,0,43,hombre,moto_street,frenos_tambor,sector_servicio
17213,4_18_2395,SANTA MARTA,2,Técnica / Tecnológica,100-125,2011-2020,7,1,0,0,1,Menos del 25%,35000,132000.0,1438000.0,1,0,6-10,1,0,1,1,1,0,0,1,0,0,0,0,0,0,43,hombre,moto_street,frenos_tambor,sector_transporte
17214,4_18_24,SANTA MARTA,2,Secundaria,<100,2011-2020,5,1,0,0,1,Entre 25% y 50%,38000,95000.0,800000.0,1,0,6-10,1,1,1,1,1,1,1,1,0,0,0,1,0,0,32,hombre,moto_street,frenos_tambor,sector_transporte
17216,4_18_2409,SANTA MARTA,2,Técnica / Tecnológica,<100,2001-2010,6,1,0,1,0,Mayor a 75%,53000,30000.0,914000.0,1,0,11-20,1,0,1,1,0,0,1,1,1,0,0,0,0,0,43,hombre,moto_street,frenos_disco,sector_transporte
17217,4_18_2413,SANTA MARTA,2,Universitaria o postgrado,<100,2011-2020,7,0,1,0,0,Menos del 25%,40000,106000.0,1000000.0,1,0,6-10,1,0,1,1,0,1,0,1,0,0,0,0,0,0,24,hombre,moto_street,frenos_tambor,sector_comercio
17218,4_18_2417,SANTA MARTA,3,Técnica / Tecnológica,100-125,2011-2020,7,1,0,1,0,Mayor a 75%,132000,28000.0,730000.0,1,1,3-5,1,1,1,1,0,0,1,1,1,0,0,1,0,0,22,hombre,moto_street,frenos_disco,sector_transporte
17225,4_18_246,SANTA MARTA,3,Secundaria,<100,2011-2020,7,1,0,0,1,Menos del 25%,34000,22000.0,634000.0,1,0,>20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,54,hombre,moto_street,frenos_tambor,sector_transporte
17227,4_18_2470,SANTA MARTA,2,Secundaria,<100,2001-2010,7,1,0,1,0,Entre 25% y 50%,70000,47000.0,1425000.0,1,0,>20,1,0,1,1,0,0,1,1,0,0,0,0,0,0,46,hombre,moto_street,frenos_tambor,sector_transporte
17228,4_18_2473,SANTA MARTA,1,Secundaria,100-125,2011-2020,7,1,0,1,0,Mayor a 75%,29000,175000.0,1000000.0,0,1,11-20,1,0,1,1,0,0,1,1,1,0,0,1,0,0,31,hombre,moto_street,frenos_tambor,sector_transporte
17229,4_18_249,SANTA MARTA,3,Universitaria o postgrado,<100,2021-2022,7,1,0,0,1,Nunca,155000,29000.0,614000.0,1,0,>20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,46,hombre,moto_street,frenos_tambor,sector_transporte
17233,4_18_2520,SANTA MARTA,2,Técnica / Tecnológica,100-125,2001-2010,7,0,1,0,0,Menos del 25%,21000,64000.0,1416000.0,1,0,11-20,1,0,1,1,1,1,0,1,0,0,0,0,0,0,27,mujer,moto_scooter,frenos_tambor,sector_servicio
17235,4_18_2545,SANTA MARTA,2,Secundaria,<100,2011-2020,5,1,0,0,1,Entre 50% y 75%,93000,79000.0,785000.0,1,1,6-10,1,1,1,1,1,1,0,1,0,0,0,0,0,0,27,hombre,moto_street,frenos_tambor,sector_transporte
17237,4_18_2554,SANTA MARTA,3,Técnica / Tecnológica,100-125,2011-2020,2,0,1,0,0,Entre 25% y 50%,66000,60000.0,805000.0,1,1,>20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,49,mujer,moto_street,frenos_tambor,sector_comercio
17241,4_18_2577,SANTA MARTA,3,Técnica / Tecnológica,<100,2011-2020,7,1,0,0,1,Menos del 25%,110000,58000.0,639000.0,1,0,6-10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,29,hombre,moto_street,frenos_tambor,sector_transporte
17245,4_18_2589,SANTA MARTA,3,Técnica / Tecnológica,<100,2011-2020,7,0,1,0,0,Menos del 25%,99000,161000.0,955000.0,1,0,11-20,1,0,1,1,1,1,0,1,0,0,0,0,0,0,28,hombre,moto_street,frenos_tambor,sector_servicio
17247,4_18_2616,SANTA MARTA,1,Secundaria,<100,2011-2020,6,1,0,0,1,Mayor a 75%,187000,11000.0,620000.0,1,1,6-10,1,1,1,1,0,0,1,1,1,0,0,0,0,0,36,hombre,moto_street,frenos_tambor,sector_transporte
17250,4_18_2621,SANTA MARTA,3,Secundaria,<100,2011-2020,7,1,0,0,1,Menos del 25%,75000,34000.0,579000.0,1,0,11-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,37,hombre,moto_street,frenos_tambor,sector_transporte
17252,4_18_2628,SANTA MARTA,2,Secundaria,<100,2011-2020,5,1,0,0,1,Entre 25% y 50%,70000,78000.0,780000.0,1,0,6-10,1,1,1,1,1,1,0,1,0,0,0,0,0,0,41,hombre,moto_street,frenos_tambor,sector_transporte
17253,4_18_2629,SANTA MARTA,3,Secundaria,<100,2011-2020,7,0,1,0,0,Entre 50% y 75%,695000,86000.0,870000.0,1,0,11-20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,38,hombre,moto_street,frenos_tambor,sector_comercio
17254,4_18_2632,SANTA MARTA,3,Universitaria o postgrado,100-125,2011-2020,7,0,1,0,0,Menos del 25%,99000,109000.0,1318950.0,1,0,11-20,1,0,1,1,1,1,0,1,0,0,0,1,0,0,48,mujer,moto_scooter,frenos_disco,sector_servicio
17255,4_18_2633,SANTA MARTA,3,Secundaria,<100,2011-2020,7,0,1,0,0,Menos del 25%,75000,72000.0,720000.0,1,0,3-5,1,1,1,1,1,1,0,1,0,0,0,1,0,0,41,hombre,moto_street,frenos_tambor,sector_comercio
17257,4_18_2636,SANTA MARTA,1,Técnica / Tecnológica,<100,2001-2010,7,1,0,1,0,Entre 50% y 75%,200000,16000.0,1780000.0,1,0,11-20,1,1,1,1,0,0,1,1,0,0,0,0,0,0,28,hombre,moto_street,frenos_tambor,sector_transporte
17259,4_18_2644,SANTA MARTA,3,Técnica / Tecnológica,100-125,2011-2020,7,1,0,1,0,Mayor a 75%,193000,66000.0,1505000.0,1,0,>20,1,1,1,1,0,0,1,1,1,0,0,0,0,0,42,hombre,moto_street,frenos_mixto,sector_transporte
17262,4_18_2651,SANTA MARTA,3,Secundaria,100-125,2001-2010,7,1,0,1,0,Mayor a 75%,131000,31000.0,1230000.0,1,0,6-10,1,0,1,1,0,0,1,1,1,0,0,0,0,0,36,hombre,moto_street,frenos_tambor,sector_transporte
17266,4_18_2675,SANTA MARTA,3,Secundaria,<100,2001-2010,7,1,0,0,1,Menos del 25%,122000,38000.0,80000.0,1,0,11-20,1,0,1,1,1,1,0,1,0,0,0,0,0,0,56,hombre,moto_street,frenos_tambor,sector_transporte
17268,4_18_2680,SANTA MARTA,4,Técnica / Tecnológica,100-125,2011-2020,7,1,0,1,0,Mayor a 75%,29000,58000.0,2010000.0,1,0,>20,1,1,1,1,0,0,1,1,1,0,0,1,0,0,36,hombre,moto_street,frenos_tambor,sector_transporte
17269,4_18_2681,SANTA MARTA,4,Universitaria o postgrado,100-125,2011-2020,7,0,1,0,0,Menos del 25%,197000,87000.0,923000.0,1,0,11-20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,29,hombre,moto_street,frenos_mixto,sector_comercio
17273,4_18_2708,SANTA MARTA,2,Secundaria,<100,2021-2022,7,1,0,1,0,Mayor a 75%,130000,45000.0,1020000.0,1,1,3-5,1,0,1,1,0,0,1,1,1,0,0,0,0,0,24,hombre,moto_street,frenos_mixto,sector_transporte
17275,4_18_2712,SANTA MARTA,3,Secundaria,100-125,2011-2020,7,1,0,0,1,Menos del 25%,185000,97000.0,805000.0,1,0,>20,1,0,1,1,0,1,0,1,0,0,0,0,0,0,66,hombre,moto_street,frenos_tambor,sector_transporte
17276,4_18_2713,SANTA MARTA,2,Secundaria,<100,2011-2020,5,1,0,0,1,Menos del 25%,62000,62000.0,780000.0,1,0,6-10,1,1,1,1,1,1,0,1,0,0,0,0,0,0,37,hombre,moto_street,frenos_tambor,sector_transporte
17277,4_18_2717,SANTA MARTA,3,Secundaria,100-125,2011-2020,4,0,1,0,0,Menos del 25%,66000,93000.0,860000.0,1,0,>20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,48,hombre,moto_street,frenos_tambor,sector_comercio
17279,4_18_2730,SANTA MARTA,3,Secundaria,<100,2011-2020,7,0,1,0,0,Menos del 25%,148000,80000.0,800000.0,1,0,>20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,66,hombre,moto_street,frenos_tambor,sector_servicio
17280,4_18_2734,SANTA MARTA,3,Secundaria,<100,2011-2020,2,0,1,0,0,Menos del 25%,141000,69000.0,738000.0,1,0,>20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,41,hombre,moto_street,frenos_tambor,sector_comercio
17281,4_18_2739,SANTA MARTA,1,Técnica / Tecnológica,100-125,2011-2020,3,0,1,0,0,Mayor a 75%,147000,8000.0,1448000.0,1,0,11-20,1,1,1,1,1,1,0,1,1,0,0,1,0,0,34,hombre,moto_scooter,frenos_mixto,sector_servicio
17282,4_18_2743,SANTA MARTA,2,Secundaria,<100,2011-2020,5,1,0,0,1,Menos del 25%,166000,50000.0,780000.0,1,0,11-20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,48,hombre,moto_street,frenos_tambor,sector_transporte
17288,4_18_2905,SANTA MARTA,3,Secundaria,100-125,2011-2020,7,0,1,0,0,Menos del 25%,135000,11000.0,745000.0,1,0,11-20,1,0,1,1,1,1,0,1,0,0,0,0,0,0,33,hombre,moto_scooter,frenos_mixto,sector_comercio
17295,4_18_2936,SANTA MARTA,1,Técnica / Tecnológica,<100,2001-2010,7,1,0,0,1,Menos del 25%,99000,45000.0,1670000.0,1,0,6-10,1,0,1,1,1,1,1,1,0,0,0,0,0,0,34,hombre,moto_scooter,frenos_tambor,sector_transporte
17296,4_18_2942,SANTA MARTA,3,Técnica / Tecnológica,<100,2011-2020,7,0,1,0,0,Menos del 25%,53000,121000.0,1210000.0,1,0,>20,1,0,1,1,1,1,0,1,0,0,0,0,0,0,31,hombre,moto_street,frenos_tambor,sector_servicio
17298,4_18_2947,SANTA MARTA,3,Técnica / Tecnológica,100-125,2001-2010,7,0,1,0,0,Menos del 25%,191000,47000.0,755000.0,1,0,>20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,52,hombre,moto_scooter,frenos_mixto,sector_comercio
17301,4_18_2954,SANTA MARTA,1,Secundaria,<100,2011-2020,5,1,0,0,1,Entre 50% y 75%,637000,32000.0,800000.0,1,0,>20,1,1,1,1,0,0,1,1,0,0,0,0,0,0,59,hombre,moto_street,frenos_tambor,sector_transporte
17306,4_18_2966,SANTA MARTA,1,Secundaria,100-125,2011-2020,7,0,1,0,0,Entre 50% y 75%,127000,88000.0,720000.0,1,1,3-5,1,0,1,1,1,1,1,1,0,0,0,0,0,0,19,mujer,moto_street,frenos_disco,sector_comercio
17307,4_18_2967,SANTA MARTA,3,Universitaria o postgrado,100-125,2001-2010,5,0,1,0,0,Menos del 25%,55000,149000.0,1083950.0,1,0,>20,1,0,1,1,1,1,0,1,0,0,0,1,0,0,46,mujer,moto_scooter,frenos_tambor,sector_servicio
17313,4_18_2984,SANTA MARTA,1,Técnica / Tecnológica,100-125,2011-2020,7,1,0,0,1,Menos del 25%,15000,66000.0,825000.0,1,0,3-5,1,0,1,1,0,0,1,1,0,0,0,0,0,0,28,hombre,moto_street,frenos_mixto,sector_transporte
17319,4_18_30,SANTA MARTA,3,Técnica / Tecnológica,<100,2001-2010,5,1,0,0,1,Entre 50% y 75%,86000,89000.0,820000.0,1,1,11-20,1,1,1,0,1,1,0,1,0,0,0,0,0,0,41,hombre,moto_street,frenos_tambor,sector_transporte
17320,4_18_3000,SANTA MARTA,3,Universitaria o postgrado,<100,2011-2020,7,1,0,0,1,Menos del 25%,73000,110000.0,970000.0,1,0,>20,1,0,1,1,1,1,1,1,0,0,0,1,0,0,43,hombre,moto_street,frenos_tambor,sector_transporte
17322,4_18_3005,SANTA MARTA,3,Técnica / Tecnológica,100-125,2011-2020,2,0,1,0,0,Entre 25% y 50%,127000,61000.0,835000.0,1,1,6-10,1,1,1,1,1,1,0,1,0,0,0,0,0,0,27,hombre,moto_street,frenos_tambor,sector_comercio
17325,4_18_3013,SANTA MARTA,2,Secundaria,<100,2001-2010,5,1,0,0,0,Menos del 25%,154000,113000.0,1174000.0,1,0,>20,1,0,1,1,0,0,1,1,0,0,0,0,0,0,41,hombre,moto_street,frenos_tambor,sector_transporte
17327,4_18_3023,SANTA MARTA,4,Universitaria o postgrado,100-125,2011-2020,5,0,1,0,0,Entre 25% y 50%,81000,71000.0,910180.0,1,1,11-20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,46,mujer,moto_street,frenos_tambor,sector_servicio
17328,4_18_3027,SANTA MARTA,2,Secundaria,<100,2011-2020,5,1,0,0,1,Menos del 25%,95000,72000.0,850000.0,1,1,11-20,1,1,1,1,1,0,1,1,0,0,0,0,0,0,32,hombre,moto_street,frenos_tambor,sector_transporte
